,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd
12532,12533,2014,8,5,4,23.0,52.0,2.0,36.0,700.0,2.0,19.5,998.0,18.0,0.0,0.7,SW
12533,12534,2014,8,5,5,24.0,26.0,2.0,39.0,600.0,2.0,19.4,998.5,17.9,0.0,0.6,NW
12534,12535,2014,8,5,6,24.0,47.0,2.0,37.0,700.0,2.0,21.0,998.9,18.2,0.0,0.9,N
12535,12536,2014,8,5,7,25.0,55.0,2.0,39.0,700.0,2.0,22.1,999.2,18.3,0.0,1.0,NNW
12536,12537,2014,8,5,8,28.0,70.0,2.0,46.0,800.0,3.0,24.9,999.0,17.6,0.0,0.7,SW
12537,12538,2014,8,5,9,33.0,58.0,5.0,44.0,800.0,9.0,26.3,999.3,18.2,0.0,1.2,WNW
12538,12539,2014,8,5,10,34.0,41.0,29.5,32.0,1000.0,33.0,29.0,998.6,18.7,0.0,1.7,SSW
12539,12540,2014,8,5,11,34.0,54.0,29.5,39.0,1100.0,39.0,29.9,998.0,18.7,0.0,2.5,S
12540,12541,2014,8,5,12,43.0,52.0,29.5,30.0,900.0,83.0,31.0,997.2,17.3,0.0,2.5,SSE
12541,12542,2014,8,5,13,40.0,47.0,22.0,33.0,800.0,99.0,31.5,996.8,16.7,0.0,1.8,E
12542,12543,2014,8,5,14,37.0,40.0,18.0,27.0,700.0,137.0,31.6,996.3,15.5,0.0,1.1,SE
12543,12544,2014,8,5,15,27.0,31.0,11.0,20.0,600.0,154.0,31.7,996.4,16.0,0.0,1.5,SE
12544,12545,2014,8,5,16,29.0,51.0,9.0,23.0,600.0,163.5,31.6,996.3,15.5,0.0,1.5,E
12547,12548,2014,8,5,19,37.0,67.0,3.0,33.0,600.0,162.0,28.0,997.4,18.7,0.0,2.0,ENE
12548,12549,2014,8,5,20,27.0,71.0,2.0,36.0,500.0,116.0,27.5,998.0,18.8,0.0,1.5,E
12549,12550,2014,8,5,21,28.0,68.0,2.0,36.0,600.0,97.0,26.9,997.7,19.0,0.0,0.4,SW
12550,12551,2014,8,5,22,37.0,66.0,2.0,42.0,600.0,82.0,25.7,998.1,19.3,0.0,1.3,NNW
12551,12552,2014,8,5,23,31.0,59.0,2.0,37.0,600.0,84.0,25.1,997.8,19.5,0.0,0.2,NNW
12552,12553,2014,8,6,0,29.0,65.0,2.0,31.0,700.0,93.0,24.6,998.0,19.0,0.0,1.0,NNW
12553,12554,2014,8,6,1,40.0,62.0,2.0,41.0,700.0,74.0,23.6,998.2,18.9,0.0,1.1,WNW
12554,12555,2014,8,6,2,40.0,50.0,2.0,30.0,600.0,83.0,23.3,998.2,17.7,0.0,1.4,NNW
12555,12556,2014,8,6,3,37.0,49.0,2.0,27.0,600.0,88.0,22.0,997.9,16.9,0.0,1.3,NW
12556,12557,2014,8,6,4,40.0,43.0,2.0,39.0,700.0,60.0,21.6,998.6,18.2,0.0,1.3,NW
12557,12558,2014,8,6,5,30.0,44.0,2.0,78.0,700.0,29.0,22.0,999.2,17.8,0.0,1.7,NW
12558,12559,2014,8,6,6,41.0,105.0,2.0,95.0,800.0,2.0,25.5,999.3,14.6,0.0,2.1,WNW
12559,12560,2014,8,6,7,28.0,28.0,5.0,40.0,400.0,49.0,28.9,999.3,12.3,0.0,1.8,N
12560,12561,2014,8,6,8,16.0,23.0,12.0,26.0,500.0,59.0,31.0,999.1,10.4,0.0,3.6,N
12561,12562,2014,8,6,9,11.0,19.0,11.0,23.0,400.0,66.0,32.8,999.3,6.9,0.0,3.2,N
12562,12563,2014,8,6,10,10.0,10.0,3.0,16.0,300.0,75.0,33.3,998.9,7.3,0.0,0.9,NW
12563,12564,2014,8,6,11,21.0,32.0,2.0,17.0,200.0,89.0,33.8,998.4,12.2,0.0,2.4,SSE
12564,12565,2014,8,6,12,21.0,46.0,2.0,24.0,300.0,136.0,34.4,998.1,9.6,0.0,1.7,SE
12565,12566,2014,8,6,13,7.0,7.0,2.0,17.0,200.0,124.0,33.6,997.4,9.6,0.0,2.5,ESE
12566,12567,2014,8,6,14,6.0,8.0,2.0,16.0,200.0,117.0,33.8,997.2,9.8,0.0,2.1,E
12567,12568,2014,8,6,15,3.0,6.0,2.0,17.0,200.0,109.0,33.8,997.1,9.1,0.0,3.3,SE
12568,12569,2014,8,6,16,4.0,10.0,2.0,17.0,200.0,103.0,33.8,997.5,9.1,0.0,2.2,E
12569,12570,2014,8,6,17,7.0,17.0,2.0,18.0,200.0,104.0,33.3,997.6,8.0,0.0,1.9,SE
12570,12571,2014,8,6,18,3.0,26.0,2.0,21.0,200.0,103.0,32.2,997.8,7.8,0.0,1.4,ESE
12571,12572,2014,8,6,19,13.0,26.0,2.0,24.0,300.0,102.0,30.0,998.5,11.5,0.0,1.6,S
12572,12573,2014,8,6,20,12.0,45.0,2.0,39.0,300.0,86.0,26.7,999.1,11.6,0.0,1.4,NW
12573,12574,2014,8,6,21,20.0,75.0,2.0,60.0,400.0,94.0,26.0,999.6,10.6,0.0,1.4,E
12574,12575,2014,8,6,22,17.0,60.0,2.0,53.0,500.0,59.0,24.8,1000.0,11.4,0.0,0.8,E
12575,12576,2014,8,6,23,16.0,46.0,2.0,43.0,400.0,58.0,24.4,1000.6,11.0,0.0,1.5,WNW
12576,12577,2014,8,7,0,15.0,34.0,2.0,30.0,400.0,76.0,23.1,1000.5,11.8,0.0,0.8,N
12577,12578,2014,8,7,1,14.0,36.0,2.0,40.0,400.0,64.0,21.9,1000.5,12.7,0.0,1.3,NW
12578,12579,2014,8,7,2,22.0,54.0,3.0,97.0,400.0,6.0,21.4,1000.8,12.3,0.0,1.2,N
12579,12580,2014,8,7,3,19.0,40.0,2.0,42.0,400.0,54.0,21.2,1000.9,12.3,0.0,1.6,NNW
12580,12581,2014,8,7,4,20.0,40.0,2.0,27.0,400.0,66.0,21.0,1001.3,12.9,0.0,1.8,N
12581,12582,2014,8,7,5,24.0,39.0,2.0,28.0,400.0,63.0,20.9,1001.6,13.3,0.0,1.2,NW
12582,12583,2014,8,7,6,17.0,45.0,2.0,31.0,500.0,61.0,22.0,1001.6,14.1,0.0,1.3,NNW
12583,12584,2014,8,7,7,27.0,59.0,2.0,33.0,600.0,62.0,24.6,1001.8,14.7,0.0,1.3,NW
12584,12585,2014,8,7,8,28.0,73.0,5.0,38.0,800.0,63.0,27.2,1001.6,17.4,0.0,1.4,WSW
12585,12586,2014,8,7,9,55.0,112.0,15.0,29.0,1100.0,98.0,28.8,1001.5,18.0,0.0,1.6,SW
12586,12587,2014,8,7,10,91.0,162.0,29.5,34.0,1700.0,149.0,30.6,1001.2,14.2,0.0,2.2,S
12598,12599,2014,8,7,22,56.0,136.0,8.0,47.0,1200.0,150.0,25.5,1000.4,16.4,0.0,0.2,E
12599,12600,2014,8,7,23,67.0,129.0,6.0,43.0,1200.0,134.0,25.7,1000.2,16.5,0.0,1.2,E
12600,12601,2014,8,8,0,68.0,111.0,5.0,40.0,1100.0,120.0,25.8,1000.2,16.6,0.0,1.4,ENE
12601,12602,2014,8,8,1,62.0,113.0,6.0,45.0,1000.0,96.0,25.4,1000.3,16.5,0.0,1.3,E
12602,12603,2014,8,8,2,60.0,97.0,6.0,48.0,900.0,74.0,23.7,1000.5,16.0,0.0,0.8,NNE
12603,12604,2014,8,8,3,58.0,86.0,5.0,44.0,900.0,70.0,23.1,1000.7,16.4,0.0,1.3,WNW
12604,12605,2014,8,8,4,65.0,85.0,4.0,30.0,1100.0,90.0,22.1,1000.9,16.4,0.0,1.6,NW
12605,12606,2014,8,8,5,68.0,91.0,3.0,31.0,1100.0,86.0,21.3,1001.2,16.5,0.0,1.5,NNW
12606,12607,2014,8,8,6,68.0,91.0,2.0,32.0,1100.0,79.0,22.0,1001.3,16.7,0.0,1.2,NNW
12607,12608,2014,8,8,7,68.0,99.0,2.0,42.0,1100.0,57.0,24.4,1001.2,17.4,0.0,0.8,WNW
12608,12609,2014,8,8,8,75.0,108.0,5.0,65.0,1200.0,45.0,26.1,1001.1,17.5,0.0,0.9,WNW
12609,12610,2014,8,8,9,85.0,126.0,8.0,74.0,1200.0,56.0,28.2,1001.0,16.8,0.0,2.1,ESE
12610,12611,2014,8,8,10,84.0,116.0,12.0,56.0,1300.0,98.0,29.7,1000.5,17.2,0.0,2.3,SSE
12611,12612,2014,8,8,11,77.0,115.0,12.0,33.0,1200.0,163.5,30.6,999.8,17.7,0.0,1.8,SE
12618,12619,2014,8,8,18,43.0,62.0,4.0,24.0,700.0,163.5,29.2,997.7,13.4,0.0,2.5,S
12619,12620,2014,8,8,19,46.0,85.0,4.0,28.0,700.0,162.0,28.4,998.0,11.0,0.0,1.9,SSE
12620,12621,2014,8,8,20,47.0,47.0,5.0,29.0,700.0,158.0,28.2,998.3,11.3,0.0,1.3,SE
12621,12622,2014,8,8,21,43.0,70.0,5.0,35.0,800.0,137.0,27.4,998.5,13.0,0.0,1.7,ESE
12622,12623,2014,8,8,22,56.0,116.0,4.0,50.0,900.0,98.0,26.3,998.7,13.4,0.0,1.2,E
12623,12624,2014,8,8,23,57.0,103.0,4.0,56.0,1000.0,86.0,24.2,998.6,14.0,0.0,0.5,ESE
12624,12625,2014,8,9,0,61.0,129.0,4.0,49.0,1000.0,88.0,22.8,998.4,13.6,0.0,0.9,N
12625,12626,2014,8,9,1,64.0,127.0,5.0,57.0,1000.0,78.0,22.4,998.4,13.7,0.0,1.9,NNW
12626,12627,2014,8,9,2,58.0,82.0,4.0,36.0,1000.0,90.0,21.5,998.4,14.2,0.0,1.7,NNW
12627,12628,2014,8,9,3,61.0,85.0,3.0,33.0,1000.0,92.0,21.1,998.5,14.0,0.0,1.7,NNW
12628,12629,2014,8,9,4,57.0,81.0,3.0,37.0,900.0,87.0,21.4,998.6,14.3,0.0,0.2,NNW
12629,12630,2014,8,9,5,63.0,95.0,3.0,38.0,1000.0,80.0,21.9,998.9,15.0,0.0,0.5,W
12630,12631,2014,8,9,6,76.0,109.0,4.0,33.0,1100.0,84.0,22.0,998.9,15.1,0.0,1.2,NNW
12631,12632,2014,8,9,7,72.0,145.0,4.0,37.0,1300.0,75.0,23.8,999.0,16.6,0.0,1.0,NW
12632,12633,2014,8,9,8,96.0,167.0,9.0,93.0,1300.0,19.0,25.7,998.8,18.1,0.0,1.0,ESE
12633,12634,2014,8,9,9,135.0,212.0,14.0,46.0,1500.0,88.0,26.7,998.8,18.6,0.0,1.2,SE
12634,12635,2014,8,9,10,154.0,198.0,18.0,48.0,1600.0,115.0,27.5,998.4,18.5,0.0,1.9,SSE
12635,12636,2014,8,9,11,152.0,179.0,19.0,48.0,1500.0,157.0,29.4,997.7,18.8,0.0,2.7,SSW
12647,12648,2014,8,9,23,5.0,5.0,2.0,19.0,400.0,95.0,20.2,996.3,18.5,0.0,1.3,NW
12648,12649,2014,8,10,0,16.0,16.0,2.0,20.0,400.0,86.0,19.9,995.8,18.0,0.0,1.0,NNW
12649,12650,2014,8,10,1,20.0,20.0,2.0,56.0,400.0,36.0,19.9,995.9,18.0,0.0,1.0,NW
12650,12651,2014,8,10,2,32.0,32.0,2.0,20.0,400.0,55.0,19.3,995.4,17.6,0.0,0.4,W
12651,12652,2014,8,10,3,6.0,6.0,2.0,39.0,400.0,28.0,19.4,995.4,17.2,0.0,1.0,NE
12652,12653,2014,8,10,4,17.0,17.0,2.0,48.0,500.0,30.0,19.5,995.5,16.9,0.0,0.9,NNW
12653,12654,2014,8,10,5,12.0,12.0,2.0,16.0,400.0,46.0,18.9,995.7,17.0,0.0,0.9,NNW
12654,12655,2014,8,10,6,8.0,8.0,2.0,16.0,400.0,52.0,20.1,995.5,17.3,0.0,1.1,NW
12655,12656,2014,8,10,7,14.0,22.0,2.0,42.0,500.0,30.0,23.0,996.1,17.0,0.0,1.2,NNW
12656,12657,2014,8,10,8,22.0,34.0,2.0,61.0,500.0,24.0,25.5,995.6,17.7,0.0,1.0,S
12657,12658,2014,8,10,9,26.0,41.0,3.0,60.0,600.0,38.0,26.9,995.2,17.7,0.0,1.4,SW
12658,12659,2014,8,10,10,26.0,40.0,6.0,45.0,600.0,66.0,28.0,995.1,16.9,0.0,2.0,SE
12659,12660,2014,8,10,11,27.0,36.0,6.0,33.0,600.0,100.0,29.5,994.5,16.7,0.0,2.0,SSE
12660,12661,2014,8,10,12,23.0,23.0,5.0,23.0,500.0,143.0,30.9,993.6,17.6,0.0,1.8,SW
12661,12662,2014,8,10,13,19.0,35.0,4.0,22.0,500.0,163.5,32.7,992.7,16.9,0.0,3.0,SSE
12666,12667,2014,8,10,18,17.0,17.0,3.0,27.0,400.0,154.0,31.6,991.9,17.5,0.0,1.7,E
12667,12668,2014,8,10,19,15.0,119.0,2.0,33.0,400.0,112.0,29.8,992.9,17.9,0.0,1.4,NNE
12668,12669,2014,8,10,20,37.0,112.0,2.0,41.0,600.0,163.5,28.6,994.1,17.8,0.0,2.3,N
12669,12670,2014,8,10,21,40.0,84.0,4.0,41.0,700.0,161.0,27.1,994.6,16.1,0.0,1.6,NW
12670,12671,2014,8,10,22,33.0,49.0,2.0,31.0,600.0,155.0,25.1,995.1,14.2,0.0,1.2,S
12671,12672,2014,8,10,23,21.0,21.0,2.0,28.0,500.0,117.0,25.2,995.7,14.3,0.0,1.2,NW
12672,12673,2014,8,11,0,30.0,102.0,2.0,50.0,600.0,79.0,24.6,995.5,12.2,0.0,2.2,N
12673,12674,2014,8,11,1,26.0,26.0,2.0,57.0,500.0,38.0,25.7,995.5,11.1,0.0,1.9,N
12674,12675,2014,8,11,2,9.0,9.0,2.0,15.0,300.0,75.0,26.2,995.8,10.8,0.0,2.6,NNE
12675,12676,2014,8,11,3,3.0,5.0,2.0,12.0,200.0,80.0,25.1,996.2,11.3,0.0,2.2,NNW
12676,12677,2014,8,11,4,3.0,5.0,2.0,11.0,300.0,83.0,24.5,996.6,11.1,0.0,2.1,NNW
12677,12678,2014,8,11,5,3.0,5.0,2.0,13.0,300.0,79.0,25.0,996.8,10.8,0.0,1.9,NNE
12678,12679,2014,8,11,6,3.0,12.0,2.0,17.0,300.0,73.0,26.3,997.0,11.2,0.0,2.8,NNE
12679,12680,2014,8,11,7,6.0,18.0,2.0,21.0,300.0,68.0,28.0,997.2,11.5,0.0,2.8,NNE
12680,12681,2014,8,11,8,9.0,28.0,4.0,23.0,300.0,67.0,30.6,997.2,11.5,0.0,1.4,E
12681,12682,2014,8,11,9,4.0,22.0,8.0,25.0,400.0,65.0,31.8,997.0,10.5,0.0,2.2,NNE
12682,12683,2014,8,11,10,8.0,8.0,10.0,19.0,400.0,80.0,32.7,996.6,8.9,0.0,3.75,NW
12683,12684,2014,8,11,11,8.0,8.0,4.0,15.0,300.0,92.0,33.3,996.0,8.7,0.0,2.0,NNW
12684,12685,2014,8,11,12,5.0,9.0,2.0,18.0,300.0,89.0,33.8,995.2,9.8,0.0,3.0,NW
12685,12686,2014,8,11,13,11.0,22.0,2.0,20.0,300.0,98.0,34.9,994.3,10.7,0.0,2.1,WNW
12686,12687,2014,8,11,14,8.0,10.0,3.0,21.0,200.0,104.0,35.7,993.5,7.7,0.0,1.7,NE
12687,12688,2014,8,11,15,10.0,10.0,3.0,25.0,200.0,112.0,33.7,993.2,10.9,0.0,2.7,E
12688,12689,2014,8,11,16,18.0,43.0,2.0,30.0,200.0,138.0,34.0,993.0,9.9,0.0,3.6,E
12689,12690,2014,8,11,17,12.0,25.0,2.0,30.0,200.0,142.0,33.5,993.3,9.5,0.0,1.4,E
12690,12691,2014,8,11,18,7.0,23.0,2.0,30.0,200.0,142.0,32.2,994.0,10.3,0.0,1.5,SSE
12691,12692,2014,8,11,19,13.0,38.0,2.0,37.0,300.0,139.0,29.9,994.9,13.2,0.0,1.8,S
12692,12693,2014,8,11,20,20.0,84.0,2.0,52.0,400.0,136.0,28.0,996.0,13.1,0.0,0.8,NNE
12693,12694,2014,8,11,21,17.0,84.0,2.0,49.0,400.0,132.0,26.3,996.5,12.4,0.0,0.7,N
12694,12695,2014,8,11,22,27.0,66.0,2.0,52.0,500.0,93.0,25.4,996.8,12.6,0.0,1.4,NW
12695,12696,2014,8,11,23,16.0,31.0,2.0,32.0,400.0,92.0,23.7,997.1,13.0,0.0,1.5,N
12696,12697,2014,8,12,0,15.0,37.0,2.0,27.0,400.0,97.0,23.1,997.0,13.0,0.0,1.1,NNW
12697,12698,2014,8,12,1,20.0,35.0,2.0,33.0,400.0,85.0,22.9,996.9,12.2,0.0,1.9,N
12698,12699,2014,8,12,2,20.0,26.0,2.0,28.0,400.0,82.0,22.8,996.9,11.5,0.0,1.5,NNW
12699,12700,2014,8,12,3,17.0,21.0,2.0,27.0,300.0,77.0,22.0,996.8,11.7,0.0,1.3,NW
12700,12701,2014,8,12,4,14.0,15.0,2.0,27.0,300.0,72.0,21.3,997.0,11.0,0.0,0.7,NNE
12701,12702,2014,8,12,5,16.0,17.0,2.0,24.0,300.0,70.0,20.8,997.5,10.0,0.0,0.7,ENE
12702,12703,2014,8,12,6,10.0,12.0,2.0,28.0,300.0,62.0,22.5,998.1,11.2,0.0,0.3,WSW
12703,12704,2014,8,12,7,7.0,44.0,2.0,46.0,400.0,39.0,25.2,998.1,13.1,0.0,1.2,SW
12704,12705,2014,8,12,8,16.0,70.0,3.0,78.0,500.0,12.0,27.6,998.2,13.2,0.0,1.1,S
12705,12706,2014,8,12,9,33.0,80.0,4.0,64.0,500.0,44.0,30.5,998.2,11.5,0.0,3.0,S
12706,12707,2014,8,12,10,20.0,83.0,2.0,56.0,500.0,68.0,31.0,998.0,9.2,0.0,2.8,S
12707,12708,2014,8,12,11,17.0,18.0,2.0,29.0,400.0,100.0,32.2,997.6,9.7,0.0,1.8,SE
12708,12709,2014,8,12,12,18.0,22.0,3.0,17.0,300.0,127.0,32.4,997.0,10.4,0.0,2.0,S
12710,12711,2014,8,12,14,6.0,6.0,2.0,21.0,300.0,163.5,32.4,995.6,10.4,0.0,2.8,S
12715,12716,2014,8,12,19,33.0,71.0,4.0,43.0,700.0,162.0,28.2,997.3,13.7,0.0,2.0,WNW
12716,12717,2014,8,12,20,23.0,48.0,2.0,46.0,500.0,94.0,27.7,998.3,13.6,0.0,2.3,WNW
12717,12718,2014,8,12,21,13.0,38.0,2.0,45.0,400.0,80.0,26.8,998.3,14.5,0.0,1.7,NE
12718,12719,2014,8,12,22,16.0,47.0,2.0,66.0,500.0,78.0,25.1,999.0,15.4,0.0,1.5,WSW
12719,12720,2014,8,12,23,16.0,34.0,2.0,23.0,400.0,112.0,23.9,999.1,16.2,0.0,2.2,S
12720,12721,2014,8,13,0,17.0,20.0,2.0,23.0,400.0,94.0,23.1,998.4,16.2,0.0,1.6,NNW
12721,12722,2014,8,13,1,16.0,16.0,2.0,26.0,500.0,104.0,23.3,998.4,16.3,0.0,1.0,SSW
12722,12723,2014,8,13,2,20.0,20.0,2.0,26.0,500.0,88.0,23.0,998.3,15.8,0.0,1.2,N
12723,12724,2014,8,13,3,15.0,24.0,2.0,49.0,500.0,51.0,22.6,998.7,16.4,0.0,1.4,SW
12724,12725,2014,8,13,4,20.0,30.0,2.0,31.0,500.0,70.0,22.3,998.9,17.4,0.0,1.2,SSW
12728,12729,2014,8,13,8,31.0,31.0,2.0,33.0,600.0,49.0,21.3,999.9,17.5,0.0,0.7,SW
12733,12734,2014,8,13,13,49.0,49.0,2.0,42.0,900.0,45.0,20.4,999.9,18.7,0.0,1.5,S
12735,12736,2014,8,13,15,44.0,44.0,2.0,38.0,800.0,59.0,22.9,999.1,18.9,0.0,1.0,SSE
12736,12737,2014,8,13,16,43.0,43.0,2.0,35.0,800.0,57.0,23.4,999.3,18.7,0.0,0.7,ENE
12737,12738,2014,8,13,17,38.0,38.0,2.0,33.0,800.0,68.0,24.0,999.0,18.2,0.0,1.7,WNW
12738,12739,2014,8,13,18,35.0,36.0,2.0,34.0,700.0,66.0,22.9,999.1,18.2,0.0,2.0,S
12739,12740,2014,8,13,19,40.0,36.0,2.0,48.8,800.0,51.7,21.7,999.6,18.3,0.0,2.0,ESE
12740,12741,2014,8,13,20,33.0,38.0,2.0,32.0,600.0,61.0,21.3,1000.3,18.3,0.0,0.8,SW
12741,12742,2014,8,13,21,30.0,33.0,2.0,25.0,600.0,51.0,21.1,1000.1,18.3,0.0,1.1,WSW
12742,12743,2014,8,13,22,29.0,29.0,2.0,22.0,600.0,45.0,20.6,1000.3,18.2,0.0,1.5,NNW
12743,12744,2014,8,13,23,32.0,39.0,2.0,49.0,600.0,21.0,19.5,1000.5,16.7,0.0,1.0,N
12744,12745,2014,8,14,0,26.0,31.0,2.0,35.0,600.0,19.0,18.7,1000.4,16.1,0.0,1.4,NNE
12745,12746,2014,8,14,1,19.0,19.0,2.0,26.0,500.0,19.0,17.9,1000.3,15.5,0.0,0.2,NNW
12746,12747,2014,8,14,2,26.0,26.0,2.0,29.0,500.0,16.0,17.4,1000.1,15.6,0.0,1.4,NNW
12747,12748,2014,8,14,3,17.0,17.0,2.0,25.0,400.0,18.0,17.3,999.8,15.3,0.0,1.5,N
12748,12749,2014,8,14,4,17.0,17.0,2.0,25.0,400.0,16.0,16.8,999.7,14.8,0.0,1.6,NNW
12749,12750,2014,8,14,5,20.0,20.0,2.0,16.0,400.0,22.0,16.6,999.8,14.6,0.0,1.2,NW
12750,12751,2014,8,14,6,19.0,19.0,2.0,23.0,400.0,20.0,18.7,1000.0,15.8,0.0,1.0,SW
12751,12752,2014,8,14,7,21.0,41.0,2.0,41.0,600.0,4.0,21.2,1000.2,16.4,0.0,0.6,SSE
12752,12753,2014,8,14,8,28.0,57.0,3.0,41.0,600.0,8.0,22.8,999.8,16.8,0.0,2.2,S
12753,12754,2014,8,14,9,37.0,50.0,3.0,43.0,600.0,18.0,24.6,999.7,16.3,0.0,1.4,SW
12754,12755,2014,8,14,10,44.0,57.0,5.0,50.0,700.0,28.0,26.8,999.1,16.4,0.0,1.6,ESE
12755,12756,2014,8,14,11,40.0,57.0,9.0,55.0,700.0,42.0,28.4,998.4,16.0,0.0,1.8,S
12756,12757,2014,8,14,12,37.0,48.0,14.0,39.0,800.0,75.0,29.8,997.9,15.5,0.0,1.9,SSE
12757,12758,2014,8,14,13,37.0,48.0,15.0,32.0,700.0,118.0,31.0,997.3,15.0,0.0,3.3,SSE
12758,12759,2014,8,14,14,33.0,45.0,11.0,31.0,600.0,150.0,31.3,996.5,16.1,0.0,3.75,SSE
12762,12763,2014,8,14,18,32.0,59.0,5.0,25.0,500.0,163.5,27.4,996.9,17.3,0.0,2.6,SSW
12763,12764,2014,8,14,19,38.0,73.0,5.0,32.0,600.0,158.0,24.9,997.8,14.7,0.0,1.6,WSW
12764,12765,2014,8,14,20,23.0,50.0,3.0,35.0,500.0,108.0,24.6,998.1,13.8,0.0,1.8,NW
12765,12766,2014,8,14,21,23.0,39.0,2.0,37.0,500.0,77.0,23.3,997.8,13.5,0.0,1.9,W
12766,12767,2014,8,14,22,17.0,28.0,2.0,42.0,400.0,61.0,22.3,997.8,12.8,0.0,2.2,N
12767,12768,2014,8,14,23,19.0,25.0,3.0,64.0,400.0,36.0,21.8,998.0,12.1,0.0,1.2,NNW
12768,12769,2014,8,15,0,16.0,23.0,3.0,46.0,400.0,45.0,20.4,998.0,12.4,0.0,1.7,NNW
12769,12770,2014,8,15,1,11.0,11.0,2.0,26.0,300.0,65.0,20.6,997.7,12.6,0.0,1.0,N
12770,12771,2014,8,15,2,5.0,13.0,2.0,31.0,300.0,57.0,20.5,997.5,12.5,0.0,1.1,NNW
12771,12772,2014,8,15,3,9.0,11.0,2.0,33.0,300.0,55.0,19.8,997.3,13.0,0.0,1.3,ENE
12772,12773,2014,8,15,4,8.0,14.0,2.0,45.0,400.0,43.0,21.2,997.6,12.6,0.0,1.0,NNW
12773,12774,2014,8,15,5,12.0,24.0,3.0,54.0,300.0,37.0,20.6,998.6,13.8,0.0,1.9,S
12774,12775,2014,8,15,6,14.0,20.0,4.0,32.0,300.0,54.0,21.2,999.1,14.4,0.0,1.0,NW
12775,12776,2014,8,15,7,16.0,45.0,4.0,59.0,400.0,24.0,22.8,999.3,14.9,0.0,2.0,SW
12776,12777,2014,8,15,8,40.0,107.0,6.0,72.0,700.0,8.0,25.1,999.2,15.7,0.0,1.2,SW
12777,12778,2014,8,15,9,40.0,97.0,8.0,65.0,700.0,29.0,27.9,999.0,14.5,0.0,1.0,NNE
12778,12779,2014,8,15,10,48.0,86.0,13.0,57.0,700.0,55.0,30.5,998.2,15.4,0.0,2.3,SSW
12779,12780,2014,8,15,11,38.0,67.0,20.0,52.0,800.0,71.0,31.2,997.6,12.5,0.0,1.9,E
12780,12781,2014,8,15,12,28.0,69.0,16.0,46.0,700.0,91.0,32.3,997.2,14.0,0.0,2.2,E
12781,12782,2014,8,15,13,24.0,51.0,14.0,29.0,600.0,134.0,33.1,996.5,13.7,0.0,2.4,SSE
12782,12783,2014,8,15,14,22.0,45.0,12.0,22.0,500.0,163.5,33.6,996.1,13.1,0.0,3.75,SSE
12786,12787,2014,8,15,18,29.0,59.0,5.0,32.0,500.0,163.5,28.2,996.4,15.8,0.0,1.7,E
12787,12788,2014,8,15,19,35.0,71.0,4.0,44.0,600.0,163.5,27.6,997.1,15.6,0.0,0.8,NNW
12788,12789,2014,8,15,20,38.0,76.0,5.0,44.0,600.0,163.5,26.5,997.7,15.5,0.0,1.0,NNW
12789,12790,2014,8,15,21,39.0,81.0,4.0,49.0,700.0,131.0,25.6,997.9,15.3,0.0,0.9,NE
12790,12791,2014,8,15,22,37.0,61.0,4.0,38.0,600.0,123.0,24.4,998.3,15.9,0.0,1.5,WNW
12791,12792,2014,8,15,23,31.0,50.0,3.0,29.0,500.0,120.0,22.9,998.7,15.7,0.0,1.4,NNW
12792,12793,2014,8,16,0,31.0,53.0,3.0,31.0,500.0,113.0,23.1,998.6,15.4,0.0,1.3,N
12793,12794,2014,8,16,1,28.0,48.0,2.0,28.0,500.0,105.0,22.0,998.9,15.4,0.0,1.5,NNW
12794,12795,2014,8,16,2,28.0,43.0,2.0,24.0,500.0,108.0,21.6,999.0,15.4,0.0,1.3,NW
12795,12796,2014,8,16,3,26.0,56.0,2.0,27.0,500.0,99.0,21.3,999.1,14.9,0.0,1.5,N
12796,12797,2014,8,16,4,25.0,44.0,2.0,35.0,500.0,79.0,21.4,999.4,14.5,0.0,0.8,N
12797,12798,2014,8,16,5,23.0,37.0,2.0,25.0,500.0,94.0,21.1,999.8,14.5,0.0,0.7,ENE
12798,12799,2014,8,16,6,29.0,55.0,2.0,94.0,600.0,21.0,23.2,1000.3,13.7,0.0,0.8,NNW
12799,12800,2014,8,16,7,28.0,51.0,2.0,71.0,600.0,27.0,25.7,1000.5,14.2,0.0,1.1,W
12800,12801,2014,8,16,8,26.0,43.0,2.0,48.0,600.0,41.0,28.3,1000.3,13.8,0.0,1.7,SSW
12801,12802,2014,8,16,9,17.0,45.0,3.0,46.0,500.0,56.0,29.7,1000.4,15.8,0.0,3.0,SSW
12802,12803,2014,8,16,10,20.0,59.0,3.0,48.0,500.0,68.0,30.6,1000.0,14.7,0.0,2.8,ESE
12803,12804,2014,8,16,11,26.9,76.0,3.3,41.8,500.0,121.9,31.0,999.4,15.4,0.0,2.5,S
12814,12815,2014,8,16,22,83.0,137.0,5.0,51.0,1200.0,148.0,25.9,999.2,17.8,0.0,0.4,ESE
12815,12816,2014,8,16,23,88.0,144.0,4.0,51.0,1300.0,127.0,25.3,999.4,17.7,0.0,1.5,NNW
12816,12817,2014,8,17,0,92.0,147.0,4.0,50.0,1400.0,111.0,26.2,999.4,19.8,0.0,1.9,NE
